laureate,laureateLabel,prize,prizeLabel,awardDate,awardYear,citizenshipLabel,genderLabel,birthDate,birthYear,occupationLabel
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,писатель
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,писатель
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,политик
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,политик
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,политик
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,юрист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,юрист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,юрист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,историк
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,историк
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,историк
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,член парламента
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,член парламента
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,член парламента
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,преподаватель университета
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,преподаватель университета
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,преподаватель университета
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,журналист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,журналист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,журналист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,нумизмат
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,нумизмат
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,нумизмат
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,историк права
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,историк права
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,историк права
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,классицист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,классицист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,классицист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,германист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,германист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,германист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,эпиграфист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,эпиграфист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,эпиграфист
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,классический археолог
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,классический археолог
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,классический археолог
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Шлезвиг,мужской пол,1817-11-30T00:00:00Z,1817,историк античности
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Королевство Пруссия,мужской пол,1817-11-30T00:00:00Z,1817,историк античности
http://www.wikidata.org/entity/Q25351,Теодор Моммзен,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1902-01-01T00:00:00Z,1902,Германский рейх,мужской пол,1817-11-30T00:00:00Z,1817,историк античности
http://www.wikidata.org/entity/Q79000,Питер Зееман,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1865-05-25T00:00:00Z,1865,фотограф
http://www.wikidata.org/entity/Q79000,Питер Зееман,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1865-05-25T00:00:00Z,1865,физик
http://www.wikidata.org/entity/Q79000,Питер Зееман,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1865-05-25T00:00:00Z,1865,преподаватель университета
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,физик
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,математик
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,куратор
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,преподаватель университета
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,ботаник
http://www.wikidata.org/entity/Q41688,Хендрик Антон Лоренц,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1902-01-01T00:00:00Z,1902,Королевство Нидерландов,мужской пол,1853-07-18T00:00:00Z,1853,физик-теоретик
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,врач
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,поэт
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,математик
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,зоолог
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,ботаник
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,патолог
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,микробиолог
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,романист
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,эпидемиолог
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,бактериолог
http://www.wikidata.org/entity/Q102034,Рональд Росс,http://www.wikidata.org/entity/Q80061,Нобелевская премия по физиологии и медицине,1902-01-01T00:00:00Z,1902,Великобритания,мужской пол,1857-05-13T00:00:00Z,1857,malariologist
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германия,мужской пол,1852-10-09T00:00:00Z,1852,химик
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германская империя,мужской пол,1852-10-09T00:00:00Z,1852,химик
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германия,мужской пол,1852-10-09T00:00:00Z,1852,преподаватель университета
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германская империя,мужской пол,1852-10-09T00:00:00Z,1852,преподаватель университета
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германия,мужской пол,1852-10-09T00:00:00Z,1852,биохимик
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германская империя,мужской пол,1852-10-09T00:00:00Z,1852,биохимик
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германия,мужской пол,1852-10-09T00:00:00Z,1852,химик-органик
http://www.wikidata.org/entity/Q70554,Герман Эмиль Фишер,http://www.wikidata.org/entity/Q44585,Нобелевская премия по химии,1902-01-01T00:00:00Z,1902,Германская империя,мужской пол,1852-10-09T00:00:00Z,1852,химик-органик
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,писатель
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,поэт
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,политик
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,драматург
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,директор театра
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,журналист
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,режиссёр
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,публицист
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,прозаик
http://www.wikidata.org/entity/Q46405,Бьёрнстьерне Бьёрнсон,http://www.wikidata.org/entity/Q37922,Нобелевская премия по литературе,1903-01-01T00:00:00Z,1903,Норвегия,мужской пол,1832-12-08T00:00:00Z,1832,Theaterintendant
http://www.wikidata.org/entity/Q41269,Антуан Анри Беккерель,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1903-01-01T00:00:00Z,1903,Франция,мужской пол,1852-12-15T00:00:00Z,1852,инженер
http://www.wikidata.org/entity/Q41269,Антуан Анри Беккерель,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1903-01-01T00:00:00Z,1903,Франция,мужской пол,1852-12-15T00:00:00Z,1852,физик
http://www.wikidata.org/entity/Q41269,Антуан Анри Беккерель,http://www.wikidata.org/entity/Q38104,Нобелевская премия по физике,1903-01-01T00:00:00Z,1903,Франция,мужской пол,1852-12-15T00:00:00Z,1852,химик
